po_id,supplier_id,supplier_name,sku_id,product_name,category,order_date,qty_ordered,qty_received,unit_price_usd,total_value_usd,currency,expected_delivery,actual_delivery,delay_days,status,invoice_no,payment_status,notes
PO-5561,SUP-101,GlobalTech Supplies,SKU-1049,Serum 30ml,Beauty,2026-02-14,342,0,229.68,78550.56,USD,2026-03-01,,,Pending,INV-58546,Pending,Quality check required
PO-5562,SUP-101,GlobalTech Supplies,SKU-1044,Lip Balm,Beauty,2025-11-30,229,137,200.43,45898.47,USD,2025-12-15,2025-12-28,13,Partially Delivered,INV-59969,Pending,
PO-5563,SUP-110,SwiftLogistics,SKU-1047,Eye Cream,Beauty,2026-02-23,304,304,29.58,8992.32,USD,2026-03-10,2026-03-16,6,Delivered,INV-72539,Paid,Quality check required
PO-5564,SUP-102,FastShip Co.,SKU-1018,Scissors,Office,2026-01-04,458,458,74.92,34313.36,USD,2026-01-23,2026-01-27,4,Delivered,INV-10716,Overdue,Bulk discount applied
PO-5565,SUP-113,PacificSource,SKU-1000,Wireless Earbuds,Electronics,2025-12-24,277,277,137.43,38068.11,USD,2026-01-16,2026-01-26,10,Delivered,INV-95792,Paid,Bulk discount applied
PO-5566,SUP-113,PacificSource,SKU-1020,Men T-Shirt,Clothing,2025-09-29,195,0,177.19,34552.05,USD,2025-10-22,,,Pending,INV-95403,Pending,Seasonal stock
PO-5567,SUP-105,MegaDist Corp,SKU-1016,Desk Organizer,Office,2025-12-03,226,0,132.89,30033.14,USD,2025-12-22,,,In Transit,INV-46118,Pending,Bulk discount applied
PO-5568,SUP-107,TrustMart B2B,SKU-1048,Toner,Beauty,2025-06-16,221,0,163.62,36160.02,USD,2025-07-02,,,In Transit,INV-73238,Pending,
PO-5569,SUP-106,QuickMart Wholesale,SKU-1035,Food Storage Containers,Home & Kitchen,2025-12-13,257,257,113.57,29187.49,USD,2025-12-25,2026-01-03,9,Delivered,INV-62183,Overdue,
PO-5570,SUP-114,AmeriTrade Supplies,SKU-1042,Conditioner 500ml,Beauty,2025-05-03,392,235,25.67,10062.64,USD,2025-05-06,2025-05-09,3,Partially Delivered,INV-23143,Pending,
PO-5571,SUP-109,NexGen Procurement,SKU-1025,Socks (Pack-6),Clothing,2025-08-24,420,0,154.95,65079.0,USD,2025-09-13,,,Cancelled,INV-99727,Pending,Bulk discount applied
PO-5572,SUP-101,GlobalTech Supplies,SKU-1010,Ballpoint Pens (Box),Office,2025-09-19,335,335,68.54,22960.9,USD,2025-10-04,2025-10-06,2,Delivered,INV-71822,Overdue,Rush order
PO-5573,SUP-102,FastShip Co.,SKU-1004,Webcam,Electronics,2025-07-16,123,0,221.2,27207.6,USD,2025-08-04,,,In Transit,INV-14948,Pending,Bulk discount applied
PO-5574,SUP-107,TrustMart B2B,SKU-1025,Socks (Pack-6),Clothing,2026-01-12,345,0,153.63,53002.35,USD,2026-01-28,,,Cancelled,INV-88311,Pending,
PO-5575,SUP-113,PacificSource,SKU-1011,A4 Paper (Ream),Office,2026-01-25,263,263,215.53,56684.39,USD,2026-02-17,2026-03-03,14,Delivered,INV-47487,Paid,
PO-5576,SUP-113,PacificSource,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-11-20,274,0,102.63,28120.62,USD,2025-12-13,,,In Transit,INV-32214,Pending,Bulk discount applied
PO-5577,SUP-101,GlobalTech Supplies,SKU-1023,Running Shoes,Clothing,2025-07-04,345,345,138.64,47830.8,USD,2025-07-19,2025-07-19,0,Delivered,INV-46167,Pending,
PO-5578,SUP-111,AsiaTrade Hub,SKU-1025,Socks (Pack-6),Clothing,2025-09-27,310,310,139.35,43198.5,USD,2025-09-30,2025-09-30,0,Delivered,INV-21818,Overdue,
PO-5579,SUP-112,EuroGoods Direct,SKU-1035,Food Storage Containers,Home & Kitchen,2025-12-27,188,112,116.91,21979.08,USD,2026-01-02,2026-01-08,6,Partially Delivered,INV-39661,Pending,Seasonal stock
PO-5580,SUP-104,EcoSource Inc.,SKU-1029,Sport Leggings,Clothing,2025-09-26,304,304,41.38,12579.52,USD,2025-10-02,2025-10-13,11,Delivered,INV-76353,Paid,Seasonal stock
PO-5581,SUP-102,FastShip Co.,SKU-1032,Non-stick Pan,Home & Kitchen,2025-08-01,184,110,245.18,45113.12,USD,2025-08-20,2025-09-03,14,Partially Delivered,INV-43776,Pending,Seasonal stock
PO-5582,SUP-114,AmeriTrade Supplies,SKU-1036,Electric Kettle,Home & Kitchen,2025-07-10,365,0,19.12,6978.8,USD,2025-07-13,,,Pending,INV-83815,Pending,Rush order
PO-5583,SUP-113,PacificSource,SKU-1015,Whiteboard Markers,Office,2025-08-24,407,0,142.63,58050.41,USD,2025-09-16,,,Pending,INV-86916,Pending,Quality check required
PO-5584,SUP-101,GlobalTech Supplies,SKU-1030,Coffee Maker,Home & Kitchen,2025-05-02,142,0,193.86,27528.12,USD,2025-05-17,,,Cancelled,INV-38885,Pending,Bulk discount applied
PO-5585,SUP-112,EuroGoods Direct,SKU-1014,File Folders,Office,2025-08-12,221,0,206.4,45614.4,USD,2025-08-18,,,In Transit,INV-80208,Pending,
PO-5586,SUP-112,EuroGoods Direct,SKU-1016,Desk Organizer,Office,2025-07-09,157,0,114.94,18045.58,USD,2025-07-15,,,Cancelled,INV-54825,Pending,
PO-5587,SUP-109,NexGen Procurement,SKU-1011,A4 Paper (Ream),Office,2025-11-02,170,0,210.06,35710.2,USD,2025-11-22,,,In Transit,INV-45268,Pending,
PO-5588,SUP-112,EuroGoods Direct,SKU-1043,Sunscreen SPF50,Beauty,2025-06-09,265,265,156.61,41501.65,USD,2025-06-15,2025-06-20,5,Delivered,INV-44787,Paid,
PO-5589,SUP-104,EcoSource Inc.,SKU-1015,Whiteboard Markers,Office,2026-01-14,192,192,129.88,24936.96,USD,2026-01-20,2026-01-21,1,Delivered,INV-20287,Overdue,Bulk discount applied
PO-5590,SUP-108,ValueChain Partners,SKU-1039,Dish Rack,Home & Kitchen,2025-03-07,401,401,264.58,106096.58,USD,2025-03-29,2025-04-11,13,Delivered,INV-58653,Overdue,
PO-5591,SUP-108,ValueChain Partners,SKU-1036,Electric Kettle,Home & Kitchen,2025-07-22,261,156,17.64,4604.04,USD,2025-08-13,2025-08-27,14,Partially Delivered,INV-46735,Pending,Rush order
PO-5592,SUP-104,EcoSource Inc.,SKU-1048,Toner,Beauty,2025-12-24,75,45,140.22,10516.5,USD,2025-12-30,2026-01-10,11,Partially Delivered,INV-72694,Pending,Seasonal stock
PO-5593,SUP-101,GlobalTech Supplies,SKU-1032,Non-stick Pan,Home & Kitchen,2025-08-28,211,126,239.7,50576.7,USD,2025-09-12,2025-09-15,3,Partially Delivered,INV-69925,Pending,
PO-5594,SUP-112,EuroGoods Direct,SKU-1033,Cutting Board,Home & Kitchen,2025-10-25,171,171,177.47,30347.37,USD,2025-10-31,2025-11-04,4,Delivered,INV-59732,Overdue,
PO-5595,SUP-106,QuickMart Wholesale,SKU-1023,Running Shoes,Clothing,2026-01-11,451,0,150.92,68064.92,USD,2026-01-23,,,In Transit,INV-44452,Pending,
PO-5596,SUP-105,MegaDist Corp,SKU-1030,Coffee Maker,Home & Kitchen,2026-01-11,185,0,213.16,39434.6,USD,2026-01-30,,,Pending,INV-65567,Pending,
PO-5597,SUP-107,TrustMart B2B,SKU-1044,Lip Balm,Beauty,2025-09-10,196,196,240.08,47055.68,USD,2025-09-26,2025-10-08,12,Delivered,INV-33578,Overdue,
PO-5598,SUP-110,SwiftLogistics,SKU-1043,Sunscreen SPF50,Beauty,2025-06-29,426,426,129.38,55115.88,USD,2025-07-14,2025-07-19,5,Delivered,INV-82789,Pending,Quality check required
PO-5599,SUP-107,TrustMart B2B,SKU-1012,Sticky Notes Pack,Office,2025-05-17,419,419,176.3,73869.7,USD,2025-06-02,2025-06-15,13,Delivered,INV-11276,Paid,Rush order
